Stock A,Stock B,p-value
TVSMOTOR.NS,ULTRACEMCO.NS,0.4052519156099686
BHEL.NS,LT.NS,0.4054254246820725
ADANIPORTS.NS,GAIL.NS,0.40574715233586783
IDFCFIRSTB.NS,JSWSTEEL.NS,0.4067118409156858
IOC.NS,SBIN.NS,0.40683543550973994
BANKBARODA.NS,TATAPOWER.NS,0.4069534396282817
JSWSTEEL.NS,ONGC.NS,0.41135031916990356
IDFCFIRSTB.NS,ULTRACEMCO.NS,0.4131044252600483
KOTAKBANK.NS,SRF.NS,0.4145128398687195
HAVELLS.NS,VEDL.NS,0.41517331412812636
TITAN.NS,ULTRACEMCO.NS,0.41620867790243105
BHEL.NS,VEDL.NS,0.4177303392042299
BHARATFORG.NS,TATASTEEL.NS,0.41883829894812064
ADANIPORTS.NS,ONGC.NS,0.41931018848388674
BHEL.NS,TATAMOTORS.NS,0.41989551914619616
AXISBANK.NS,BANKBARODA.NS,0.42053021778579436
BHEL.NS,CHOLAFIN.NS,0.4208437816523578
BOSCHLTD.NS,M&M.NS,0.42108152120898656
ASHOKLEY.NS,HAVELLS.NS,0.4212805958958572
HDFCBANK.NS,JINDALSTEL.NS,0.4225268326031262
ICICIBANK.NS,VEDL.NS,0.4228770604927326
IDFCFIRSTB.NS,JINDALSTEL.NS,0.4261363444721852
ASIANPAINT.NS,BERGEPAINT.NS,0.42624724901529054
BPCL.NS,JSWSTEEL.NS,0.42715839471048955
EICHERMOT.NS,TATAMOTORS.NS,0.427526423104449
CIPLA.NS,SUNPHARMA.NS,0.4276625759784261
AXISBANK.NS,BHEL.NS,0.42803066861068073
TATASTEEL.NS,TVSMOTOR.NS,0.42805208984482385
HEROMOTOCO.NS,SBIN.NS,0.42823259020803606
AMBUJACEM.NS,CANBK.NS,0.43066651943938977
JSWSTEEL.NS,SHREECEM.NS,0.4315184111078295
ASIANPAINT.NS,HDFCBANK.NS,0.43321703385520577
GAIL.NS,JINDALSTEL.NS,0.43449812242753727
HAVELLS.NS,LT.NS,0.4361124725881371
BAJAJFINSV.NS,TATAPOWER.NS,0.43773685573278615
BHEL.NS,JINDALSTEL.NS,0.4394182229676708
BHEL.NS,SBIN.NS,0.44090452888139303
IOC.NS,TATAPOWER.NS,0.4412949987256493
BANKBARODA.NS,M&M.NS,0.44158448529714783
ASHOKLEY.NS,TITAN.NS,0.4442486458056394
SHREECEM.NS,SIEMENS.NS,0.4447179165191722
ASHOKLEY.NS,TATAMOTORS.NS,0.444846319640266
EICHERMOT.NS,HAVELLS.NS,0.44539646468483574
ASHOKLEY.NS,BOSCHLTD.NS,0.44566158830079067
AXISBANK.NS,TATAMOTORS.NS,0.4458532106036943
CANBK.NS,SBIN.NS,0.4466052688825144
ICICIBANK.NS,SBIN.NS,0.44883895485664993
AXISBANK.NS,HDFCBANK.NS,0.4489161952769576
AUROPHARMA.NS,CIPLA.NS,0.44894091396430075
IDFCFIRSTB.NS,TATACONSUM.NS,0.44927476031705726
BAJAJFINSV.NS,CHOLAFIN.NS,0.44997242050046654
IDFCFIRSTB.NS,TATACHEM.NS,0.4508878841754288
CHOLAFIN.NS,SIEMENS.NS,0.4515986218276721
CHOLAFIN.NS,TATAMOTORS.NS,0.4525566664170526
ONGC.NS,TATAMOTORS.NS,0.4527399562325578
BANKBARODA.NS,JINDALSTEL.NS,0.45535855084711585
GRASIM.NS,SIEMENS.NS,0.45689788601589504
BANKBARODA.NS,GRASIM.NS,0.46084301685290496
BHARATFORG.NS,M&M.NS,0.4613545456370353
CHOLAFIN.NS,PIDILITIND.NS,0.4620536283791857
IDFCFIRSTB.NS,VEDL.NS,0.4641772700394708
ADANIENT.NS,TATAMOTORS.NS,0.46571863058060936
GRASIM.NS,ICICIBANK.NS,0.46735201513720803
AMBUJACEM.NS,IOC.NS,0.4706488717235883
BHARATFORG.NS,HAVELLS.NS,0.47154244500839615
BAJFINANCE.NS,TITAN.NS,0.47238872106776364
BANKBARODA.NS,SBIN.NS,0.47253550175232806
HDFCBANK.NS,MUTHOOTFIN.NS,0.4750731668666778
ADANIPORTS.NS,M&M.NS,0.4764459014425831
GRASIM.NS,SUNPHARMA.NS,0.4766372561447497
TATAMOTORS.NS,TITAN.NS,0.47754329144072494
M&M.NS,TVSMOTOR.NS,0.48018644471235095
IDFCFIRSTB.NS,SRF.NS,0.48052845359740026
GRASIM.NS,TVSMOTOR.NS,0.48164642831722565
BANKBARODA.NS,VEDL.NS,0.48270012037960636
HEROMOTOCO.NS,M&M.NS,0.4867408784667366
AMBUJACEM.NS,GAIL.NS,0.48737299622273034
JSWSTEEL.NS,TATAMOTORS.NS,0.4878244969631354
AMBUJACEM.NS,BANKBARODA.NS,0.4897884309269357
ADANIENT.NS,GRASIM.NS,0.4898549182424953
BHEL.NS,TATAPOWER.NS,0.4901683076873571
GAIL.NS,SBIN.NS,0.4902071963573856
BANKBARODA.NS,ULTRACEMCO.NS,0.4922753971561093
ICICIBANK.NS,MUTHOOTFIN.NS,0.49241526340524583
BPCL.NS,IOC.NS,0.4967166861223255
DABUR.NS,GODREJCP.NS,0.49706088643620266
ASIANPAINT.NS,TATACONSUM.NS,0.49797900179325294
BHARATFORG.NS,TATACONSUM.NS,0.49934058984561736
NTPC.NS,ULTRACEMCO.NS,0.4995384752223855
PIDILITIND.NS,ULTRACEMCO.NS,0.5003121840154285
ADANIENT.NS,LT.NS,0.5004186286835549
ICICIBANK.NS,TATAPOWER.NS,0.5005412393380586
CHOLAFIN.NS,TVSMOTOR.NS,0.5010375994816502
GRASIM.NS,TITAN.NS,0.501070897271406
AMBUJACEM.NS,HEROMOTOCO.NS,0.5020340595476719
ASHOKLEY.NS,TATACHEM.NS,0.5031185868071925
AXISBANK.NS,BAJFINANCE.NS,0.5039662705365868
ADANIPORTS.NS,NTPC.NS,0.5045736018810814
BAJFINANCE.NS,SBIN.NS,0.5058893635153275
BAJAJ-AUTO.NS,GRASIM.NS,0.5096448408909994
IDFCFIRSTB.NS,M&M.NS,0.5100618519612719
ASIANPAINT.NS,HINDUNILVR.NS,0.5106487067637984
BAJAJ-AUTO.NS,HEROMOTOCO.NS,0.5123931703249077
BHARATFORG.NS,BOSCHLTD.NS,0.5141201507370089
DRREDDY.NS,SUNPHARMA.NS,0.5143749557284759
IOC.NS,TATASTEEL.NS,0.5151087981913772
IOC.NS,ULTRACEMCO.NS,0.5204514898820564
HDFCBANK.NS,TATAPOWER.NS,0.5261851083184889
AMBUJACEM.NS,BHEL.NS,0.5263151291049485
IDFCFIRSTB.NS,RELIANCE.NS,0.5277107820131731
IDFCFIRSTB.NS,MUTHOOTFIN.NS,0.529304497634028
LT.NS,M&M.NS,0.5294093578758394
BHARATFORG.NS,JSWSTEEL.NS,0.5300432497235755
CANBK.NS,ICICIBANK.NS,0.5303065413728715
GODREJCP.NS,HINDUNILVR.NS,0.5308192023565141
JINDALSTEL.NS,JSWSTEEL.NS,0.5320751922667653
SUNPHARMA.NS,TORNTPHARM.NS,0.5334988743314099
SRF.NS,TITAN.NS,0.533671406763107
AMBUJACEM.NS,BAJFINANCE.NS,0.5346131947710175
COALINDIA.NS,TATAMOTORS.NS,0.5372569891994909
BHEL.NS,ULTRACEMCO.NS,0.5403450869587938
BOSCHLTD.NS,TATAMOTORS.NS,0.5412406373367783
BANKBARODA.NS,ICICIBANK.NS,0.5418184872066848
COALINDIA.NS,LT.NS,0.5424302012892527
BAJAJFINSV.NS,ICICIBANK.NS,0.5424537332783201
BAJAJ-AUTO.NS,ICICIBANK.NS,0.5429967281554073
HEROMOTOCO.NS,TATASTEEL.NS,0.543979147020165
JSWSTEEL.NS,SIEMENS.NS,0.5455543493128527
ADANIPORTS.NS,TATACHEM.NS,0.5457822353276564
AMBUJACEM.NS,M&M.NS,0.5499117049836995
BHARATFORG.NS,SRF.NS,0.5506895351222366
ADANIPORTS.NS,CANBK.NS,0.5517441087024676
AUROPHARMA.NS,DRREDDY.NS,0.5524885885342846
JSWSTEEL.NS,TVSMOTOR.NS,0.5525011287016962
AMBUJACEM.NS,HDFCBANK.NS,0.5544350770658474
ICICIBANK.NS,TATASTEEL.NS,0.5554266644346163
BAJAJFINSV.NS,ULTRACEMCO.NS,0.555531866995445
HINDUNILVR.NS,TATACONSUM.NS,0.5559376815411178
JSWSTEEL.NS,MUTHOOTFIN.NS,0.5569856224505504
GRASIM.NS,NTPC.NS,0.5601568953257431
COALINDIA.NS,GAIL.NS,0.5628577942503326
GRASIM.NS,HEROMOTOCO.NS,0.5642085918570319
TATAMOTORS.NS,ULTRACEMCO.NS,0.5647037229731373
JINDALSTEL.NS,TATACONSUM.NS,0.5652002947067013
BHARATFORG.NS,TATACHEM.NS,0.5652418044418702
HDFCBANK.NS,SRF.NS,0.5657121552898561
ASHOKLEY.NS,SRF.NS,0.5663045031006962
CANBK.NS,TATASTEEL.NS,0.5674978220822499
COALINDIA.NS,POWERGRID.NS,0.5683442081287692
EICHERMOT.NS,TITAN.NS,0.5703731152336655
ICICIBANK.NS,SIEMENS.NS,0.5749344580813667
ADANIENT.NS,ADANIPORTS.NS,0.5759047891925031
SBIN.NS,TATACHEM.NS,0.5777021691821053
BAJAJFINSV.NS,VEDL.NS,0.5779864814093957
NTPC.NS,TATAMOTORS.NS,0.5785249617230954
IOC.NS,JSWSTEEL.NS,0.5802133235205416
JINDALSTEL.NS,MUTHOOTFIN.NS,0.5808542828008793
ADANIENT.NS,SIEMENS.NS,0.5833035987212764
IDFCFIRSTB.NS,KOTAKBANK.NS,0.5837500990471718
INDUSINDBK.NS,SRF.NS,0.5839396320414031
HDFCBANK.NS,ULTRACEMCO.NS,0.5846361093091642
HDFCBANK.NS,ICICIBANK.NS,0.586007389890141
BANKBARODA.NS,JSWSTEEL.NS,0.5878909752587173
JSWSTEEL.NS,LT.NS,0.588192025695146
BAJAJFINSV.NS,JINDALSTEL.NS,0.5887545329995528
MUTHOOTFIN.NS,SBIN.NS,0.5914572981148456
CANBK.NS,JSWSTEEL.NS,0.5923038537789796
IDFCFIRSTB.NS,SHREECEM.NS,0.5923340230779645
GRASIM.NS,IOC.NS,0.5927338182266044
ADANIENT.NS,VEDL.NS,0.5938200915118171
INDUSINDBK.NS,TATAPOWER.NS,0.5945920759869754
HAVELLS.NS,SIEMENS.NS,0.5950027341802008
BHEL.NS,GRASIM.NS,0.5950996113314094
BOSCHLTD.NS,SIEMENS.NS,0.5952717859920358
CANBK.NS,HAVELLS.NS,0.5952869744547401
BAJAJFINSV.NS,CANBK.NS,0.5956930094101461
CHOLAFIN.NS,SRF.NS,0.5961243784371753
BAJFINANCE.NS,JINDALSTEL.NS,0.5973093191546723
BOSCHLTD.NS,HEROMOTOCO.NS,0.5981566424745111
ADANIPORTS.NS,BHEL.NS,0.5985473055947409
ADANIPORTS.NS,TATAMOTORS.NS,0.599348368300276
ADANIPORTS.NS,TATACONSUM.NS,0.5993546843816885
BANKBARODA.NS,CHOLAFIN.NS,0.6028453614264413
AUROPHARMA.NS,GRASIM.NS,0.6046182741696894
BAJAJFINSV.NS,TATAMOTORS.NS,0.6049187939338065
HEROMOTOCO.NS,ICICIBANK.NS,0.6049495987876252
HEROMOTOCO.NS,JSWSTEEL.NS,0.6097969060094887
BAJAJFINSV.NS,SIEMENS.NS,0.611142469614946
GRASIM.NS,MUTHOOTFIN.NS,0.6137818624837369
INDUSINDBK.NS,TATACHEM.NS,0.6144636109611474
IDFCFIRSTB.NS,INDUSINDBK.NS,0.6146083474928462
INDUSINDBK.NS,TATAMOTORS.NS,0.6149537084133616
CIPLA.NS,DIVISLAB.NS,0.6150949002088449
BOSCHLTD.NS,TVSMOTOR.NS,0.6156862485666883
BANKBARODA.NS,BPCL.NS,0.6160609921021007
BPCL.NS,HDFCBANK.NS,0.6164793103515703
ASHOKLEY.NS,BAJAJFINSV.NS,0.6182243565186418
JINDALSTEL.NS,TATACHEM.NS,0.6183413780142187
RELIANCE.NS,SBIN.NS,0.6184802284135197
GAIL.NS,GRASIM.NS,0.6218277641828595
HAVELLS.NS,TVSMOTOR.NS,0.6219963502214734
BOSCHLTD.NS,EICHERMOT.NS,0.6231704745979774
GRASIM.NS,PIDILITIND.NS,0.6233557955136168
BOSCHLTD.NS,VEDL.NS,0.6237578857984714
KOTAKBANK.NS,SBIN.NS,0.6256857705510369
GAIL.NS,TATAPOWER.NS,0.627032692351094
CANBK.NS,UBL.NS,0.6291644888781109
JSWSTEEL.NS,NTPC.NS,0.629459177894518
AXISBANK.NS,BOSCHLTD.NS,0.6320934861106544
BAJAJFINSV.NS,LT.NS,0.6328065529813713
BAJAJFINSV.NS,GRASIM.NS,0.635323104736954
INDUSINDBK.NS,KOTAKBANK.NS,0.6357951289774093
BAJFINANCE.NS,TATAPOWER.NS,0.6370119220186811
INDUSINDBK.NS,TATASTEEL.NS,0.6373348739576093
COALINDIA.NS,JINDALSTEL.NS,0.6390266810236697
AXISBANK.NS,KOTAKBANK.NS,0.6424743977323817
COALINDIA.NS,TATAPOWER.NS,0.6446396632205219
BAJAJFINSV.NS,HEROMOTOCO.NS,0.6447763525051033
HDFCBANK.NS,SIEMENS.NS,0.645887566021274
JINDALSTEL.NS,M&M.NS,0.6468497770560866
NTPC.NS,TATAPOWER.NS,0.6474530158168987
GRASIM.NS,TATAMOTORS.NS,0.6525393452593569
HEROMOTOCO.NS,TITAN.NS,0.6527502898054307
COALINDIA.NS,SBIN.NS,0.6530242904356806
INDUSINDBK.NS,SIEMENS.NS,0.6543577360030614
TATACONSUM.NS,VEDL.NS,0.6549910414951595
BERGEPAINT.NS,SRF.NS,0.6560937840091077
ADANIPORTS.NS,HDFCBANK.NS,0.656428545872606
AXISBANK.NS,IDFCFIRSTB.NS,0.6589398559348163
INDUSINDBK.NS,JSWSTEEL.NS,0.6598626140976692
BHEL.NS,ICICIBANK.NS,0.6621108531317962
ADANIENT.NS,CANBK.NS,0.6647235073128445
ONGC.NS,TATACHEM.NS,0.6649194390442499
INDUSINDBK.NS,JINDALSTEL.NS,0.6652174207278777
ASHOKLEY.NS,TATACONSUM.NS,0.666733964847294
AUROPHARMA.NS,TATASTEEL.NS,0.6697972059337796
BAJAJFINSV.NS,BERGEPAINT.NS,0.6720966479477692
BHARTIARTL.NS,GRASIM.NS,0.6726401283114114
BANKBARODA.NS,TATACHEM.NS,0.6726855600967214
BHEL.NS,TATASTEEL.NS,0.6732218131429601
BAJFINANCE.NS,BERGEPAINT.NS,0.6755728538298975
BAJAJ-AUTO.NS,BOSCHLTD.NS,0.6767353674243506
BAJFINANCE.NS,BHARATFORG.NS,0.6767602802442775
BANKBARODA.NS,TATASTEEL.NS,0.6781110466597825
EICHERMOT.NS,PIDILITIND.NS,0.6781481722171921
ICICIBANK.NS,TVSMOTOR.NS,0.6795289950563078
LT.NS,TATASTEEL.NS,0.6808057588791734
INDUSINDBK.NS,ULTRACEMCO.NS,0.6817562959898525
ASIANPAINT.NS,NESTLEIND.NS,0.6825052817112973
M&M.NS,SIEMENS.NS,0.6841455839484665
OIL.NS,TATASTEEL.NS,0.6841951802176258
TATACHEM.NS,TATAPOWER.NS,0.6884340565949266
AXISBANK.NS,SHREECEM.NS,0.6891210345720941
INDUSINDBK.NS,SBIN.NS,0.6893749053628123
CHOLAFIN.NS,HDFCBANK.NS,0.6895050202855206
ADANIPORTS.NS,BANKBARODA.NS,0.6900989883441014
EICHERMOT.NS,TATACONSUM.NS,0.6905155603944245
SIEMENS.NS,TATAMOTORS.NS,0.6907190194357316
BHARATFORG.NS,HDFCBANK.NS,0.694151545485537
CHOLAFIN.NS,MUTHOOTFIN.NS,0.6942107627609596
BAJAJFINSV.NS,BANKBARODA.NS,0.6964481561172605
CANBK.NS,TATACONSUM.NS,0.6978737560192154
JSWSTEEL.NS,VEDL.NS,0.6982314087205455
ADANIPORTS.NS,BAJAJFINSV.NS,0.6988082394107216
BPCL.NS,TATACHEM.NS,0.6993003025884259
HDFCBANK.NS,TVSMOTOR.NS,0.700603029716352
GRASIM.NS,HDFCBANK.NS,0.7025388292615946
BAJAJ-AUTO.NS,JSWSTEEL.NS,0.7027035700776886
ADANIPORTS.NS,COALINDIA.NS,0.7033971359425372
AMBUJACEM.NS,BOSCHLTD.NS,0.703631495558775
BAJFINANCE.NS,TATAMOTORS.NS,0.7039153863714586
AMBUJACEM.NS,SHREECEM.NS,0.7039263101437359
HDFCBANK.NS,LT.NS,0.704171850307769
BAJAJFINSV.NS,BPCL.NS,0.7043508216697516
COLPAL.NS,PIDILITIND.NS,0.7043970993423098
KOTAKBANK.NS,SIEMENS.NS,0.7078948437617905
ADANIENT.NS,BHEL.NS,0.7085196747314702
CANBK.NS,MUTHOOTFIN.NS,0.7126373445922376
CANBK.NS,TATACHEM.NS,0.7127033508562294
BHEL.NS,JSWSTEEL.NS,0.7137175329992973
BAJFINANCE.NS,GRASIM.NS,0.7144563595947402
BPCL.NS,RELIANCE.NS,0.7165989758021387
TATACHEM.NS,VEDL.NS,0.7178865027180623
CANBK.NS,IDFCFIRSTB.NS,0.7179719525961381
INDUSINDBK.NS,LT.NS,0.7184789162544456
BERGEPAINT.NS,NESTLEIND.NS,0.7213000386877388
BERGEPAINT.NS,TATACONSUM.NS,0.7242235993511978
ICICIBANK.NS,M&M.NS,0.7281601913651293
BAJFINANCE.NS,CANBK.NS,0.7289372356446665
BAJAJFINSV.NS,EICHERMOT.NS,0.7303511236639549
BOSCHLTD.NS,BPCL.NS,0.7313960137843122
MUTHOOTFIN.NS,TATASTEEL.NS,0.7316032118063366
BAJFINANCE.NS,CHOLAFIN.NS,0.7317251311103155
INDUSINDBK.NS,M&M.NS,0.7334978366420224
HEROMOTOCO.NS,PIDILITIND.NS,0.733515028736797
ICICIPRULI.NS,IDFCFIRSTB.NS,0.7346825497881462
RELIANCE.NS,TATAMOTORS.NS,0.7356728547922731
ADANIPORTS.NS,IOC.NS,0.7363381432451719
JINDALSTEL.NS,TATAMOTORS.NS,0.7366204066566626
ICICIBANK.NS,LT.NS,0.7399140873846859
ICICIBANK.NS,ONGC.NS,0.742630745952542
BAJFINANCE.NS,BPCL.NS,0.7428735566217246
KOTAKBANK.NS,MUTHOOTFIN.NS,0.7444187207600858
BAJFINANCE.NS,SIEMENS.NS,0.7448708645719431
GRASIM.NS,TATACONSUM.NS,0.7460182149313618
KOTAKBANK.NS,LT.NS,0.7461252731624031
TATACHEM.NS,TATAMOTORS.NS,0.7466788159720517
BAJAJFINSV.NS,MUTHOOTFIN.NS,0.7471744720936249
ADANIENT.NS,IOC.NS,0.7472504447761241
BAJFINANCE.NS,MUTHOOTFIN.NS,0.7474080344883445
BAJFINANCE.NS,TVSMOTOR.NS,0.749329133792249
BANKBARODA.NS,SRF.NS,0.7498446498043869
TATACHEM.NS,ULTRACEMCO.NS,0.7507790015813594
AUROPHARMA.NS,DIVISLAB.NS,0.7512240318638204
BAJFINANCE.NS,BHEL.NS,0.7523664844788785
ICICIBANK.NS,SHREECEM.NS,0.7545109297592707
AMBUJACEM.NS,IDFCFIRSTB.NS,0.7562431660415889
ICICIBANK.NS,NTPC.NS,0.7563499853956388
KOTAKBANK.NS,M&M.NS,0.7576628349062553
SRF.NS,TATAPOWER.NS,0.7577251998503057
BAJFINANCE.NS,ICICIBANK.NS,0.7589568901724144
BPCL.NS,SRF.NS,0.7591186899957085
SBIN.NS,TATACONSUM.NS,0.7605808287964422
MUTHOOTFIN.NS,TATACONSUM.NS,0.7607264278171706
ADANIENT.NS,BANKBARODA.NS,0.7619352040910671
TATACONSUM.NS,TATAMOTORS.NS,0.762186261769147
BOSCHLTD.NS,LT.NS,0.7636449514423469
HAVELLS.NS,TATAMOTORS.NS,0.765385685469796
ICICIBANK.NS,TATACONSUM.NS,0.765600054923329
JINDALSTEL.NS,TATASTEEL.NS,0.7658797431546714
M&M.NS,TATAPOWER.NS,0.766018967382404
TATACONSUM.NS,TATAPOWER.NS,0.7671490864043908
ADANIENT.NS,IDFCFIRSTB.NS,0.7694730885549894
HDFCBANK.NS,M&M.NS,0.7697215980734569
BHEL.NS,HAVELLS.NS,0.7698848598233867
ADANIPORTS.NS,BAJFINANCE.NS,0.7713357682641888
KOTAKBANK.NS,ULTRACEMCO.NS,0.7726729233929945
BAJFINANCE.NS,BANKBARODA.NS,0.7738526950579954
ADANIPORTS.NS,BOSCHLTD.NS,0.7749839662158726
BOSCHLTD.NS,TATAPOWER.NS,0.7762197408868003
EICHERMOT.NS,HDFCBANK.NS,0.7762311101989265
RELIANCE.NS,TATAPOWER.NS,0.7766224142577369
BAJFINANCE.NS,HEROMOTOCO.NS,0.7774531762893593
ASHOKLEY.NS,HDFCBANK.NS,0.7787751759931272
LT.NS,TATAMOTORS.NS,0.778878042594798
BAJFINANCE.NS,EICHERMOT.NS,0.7796762136216137
BAJAJ-AUTO.NS,TITAN.NS,0.7804325745930925
BAJFINANCE.NS,ULTRACEMCO.NS,0.7809205852830374
BANKBARODA.NS,TATACONSUM.NS,0.7827622593840049
ADANIPORTS.NS,SHREECEM.NS,0.7834995340719617
BAJFINANCE.NS,LT.NS,0.7838695711270393
JSWSTEEL.NS,KOTAKBANK.NS,0.7841275215528045
HAVELLS.NS,M&M.NS,0.7860113620709201
JSWSTEEL.NS,M&M.NS,0.7863979496502922
BAJAJFINSV.NS,IOC.NS,0.7866303114474842
SRF.NS,TATAMOTORS.NS,0.7882922378678935
DIVISLAB.NS,SUNPHARMA.NS,0.7895128492892689
CANBK.NS,SRF.NS,0.7902671476747442
NTPC.NS,TATASTEEL.NS,0.7915473889817677
BAJAJFINSV.NS,TVSMOTOR.NS,0.7917781399762374
GAIL.NS,JSWSTEEL.NS,0.7919270051575629
HDFCBANK.NS,TATAMOTORS.NS,0.7919279424434374
RELIANCE.NS,ULTRACEMCO.NS,0.7925142757827547
HDFCBANK.NS,HEROMOTOCO.NS,0.7944029101311553
CANBK.NS,HDFCBANK.NS,0.7965989867936665
ADANIPORTS.NS,SRF.NS,0.7979591157438658
ASIANPAINT.NS,TITAN.NS,0.7981773187419534
COLPAL.NS,TATACONSUM.NS,0.7989397907644182
HEROMOTOCO.NS,SRF.NS,0.7999660632284002
CANBK.NS,RELIANCE.NS,0.8017585712840798
GAIL.NS,TATAMOTORS.NS,0.8027770133938996
EICHERMOT.NS,IDFCFIRSTB.NS,0.8033971484387451
SRF.NS,VEDL.NS,0.8067905161491813
BHARATFORG.NS,IDFCFIRSTB.NS,0.8088241991076529
BAJAJFINSV.NS,IDFCFIRSTB.NS,0.8097436712208694
BHEL.NS,TATACHEM.NS,0.8103606729225812
BAJAJFINSV.NS,M&M.NS,0.81123294695153
IOC.NS,TATACHEM.NS,0.8136106472802145
TATACONSUM.NS,ULTRACEMCO.NS,0.8144819663611191
BAJAJ-AUTO.NS,HAVELLS.NS,0.8145262886670457
ASHOKLEY.NS,RELIANCE.NS,0.8152582416394352
AUROPHARMA.NS,JSWSTEEL.NS,0.8160694434569151
GRASIM.NS,TATACHEM.NS,0.8165641329282369
GRASIM.NS,M&M.NS,0.8166089741245067
BOSCHLTD.NS,SBIN.NS,0.8172040895541659
HEROMOTOCO.NS,RELIANCE.NS,0.8176924625816293
BOSCHLTD.NS,JINDALSTEL.NS,0.8238271376309089
BAJFINANCE.NS,BOSCHLTD.NS,0.8243497576429786
ADANIPORTS.NS,RELIANCE.NS,0.8254956445335597
SBIN.NS,TATAMOTORS.NS,0.8255664715431799
BPCL.NS,IDFCFIRSTB.NS,0.8271804255842505
AMBUJACEM.NS,KOTAKBANK.NS,0.8280133544056718
MUTHOOTFIN.NS,TATACHEM.NS,0.8291715387614278
M&M.NS,ULTRACEMCO.NS,0.8292336860849197
BAJAJFINSV.NS,BOSCHLTD.NS,0.8303252791463154
ASHOKLEY.NS,IDFCFIRSTB.NS,0.8309181570973194
BAJAJ-AUTO.NS,TATAMOTORS.NS,0.8311937505577612
LT.NS,MUTHOOTFIN.NS,0.8316274208060483
AMBUJACEM.NS,ASIANPAINT.NS,0.8334792296683973
AUROPHARMA.NS,TATACONSUM.NS,0.8348920830780442
ASIANPAINT.NS,HAVELLS.NS,0.8351884873450102
EICHERMOT.NS,SRF.NS,0.8359009780164642
ONGC.NS,RELIANCE.NS,0.8366521453130841
LUPIN.NS,SUNPHARMA.NS,0.8368209060254581
TATASTEEL.NS,VEDL.NS,0.8371296615191541
ASIANPAINT.NS,HEROMOTOCO.NS,0.8375966882528765
BAJFINANCE.NS,IDFCFIRSTB.NS,0.8376352458526091
RELIANCE.NS,SIEMENS.NS,0.8389819901628381
BAJFINANCE.NS,M&M.NS,0.841056639644175
BHEL.NS,IDFCFIRSTB.NS,0.8420239643479127
SRF.NS,ULTRACEMCO.NS,0.8433494555625043
SBIN.NS,SHREECEM.NS,0.8439978576875418
CHOLAFIN.NS,IDFCFIRSTB.NS,0.8445014607123958
GAIL.NS,TATASTEEL.NS,0.8450550799862886
JINDALSTEL.NS,SRF.NS,0.8472777706880354
GRASIM.NS,SHREECEM.NS,0.8493650971074542
BOSCHLTD.NS,ULTRACEMCO.NS,0.8496378114204903
BAJAJ-AUTO.NS,HDFCBANK.NS,0.8501482195903398
EICHERMOT.NS,RELIANCE.NS,0.8530637605900333
ICICIBANK.NS,TATACHEM.NS,0.8530860278070744
GRASIM.NS,SRF.NS,0.8541125208675746
ASHOKLEY.NS,BAJFINANCE.NS,0.8582327184048559
SBIN.NS,SRF.NS,0.8611916321261135
BOSCHLTD.NS,GRASIM.NS,0.8639713770622728
BHEL.NS,TATACONSUM.NS,0.86473024485449
JINDALSTEL.NS,RELIANCE.NS,0.8650323873379971
PIDILITIND.NS,SIEMENS.NS,0.8655330794412273
GRASIM.NS,RELIANCE.NS,0.8658126142577063
COALINDIA.NS,JSWSTEEL.NS,0.8671438951729433
CHOLAFIN.NS,M&M.NS,0.868652719543463
RELIANCE.NS,VEDL.NS,0.8691391891515947
BERGEPAINT.NS,HAVELLS.NS,0.8703796106809873
BHEL.NS,SRF.NS,0.8718401164842704
BANKBARODA.NS,HDFCBANK.NS,0.8728925897106691
BERGEPAINT.NS,PIDILITIND.NS,0.8741944065823568
HEROMOTOCO.NS,KOTAKBANK.NS,0.8745442188090733
BERGEPAINT.NS,SIEMENS.NS,0.878972907966797
COALINDIA.NS,TATASTEEL.NS,0.8801060324523502
EICHERMOT.NS,SHREECEM.NS,0.8810065558226409
BHARATFORG.NS,RELIANCE.NS,0.8897642863577393
COALINDIA.NS,IDFCFIRSTB.NS,0.893360285104633
SIEMENS.NS,TITAN.NS,0.8946276713183512
COLPAL.NS,NESTLEIND.NS,0.8953048852659632
BOSCHLTD.NS,CHOLAFIN.NS,0.8961086901960469
ASHOKLEY.NS,SHREECEM.NS,0.8998433654923937
IOC.NS,RELIANCE.NS,0.901979450871804
M&M.NS,SBIN.NS,0.9038844595833915
BAJFINANCE.NS,INDUSINDBK.NS,0.904155580539866
BOSCHLTD.NS,ICICIBANK.NS,0.9048307086016127
ADANIPORTS.NS,KOTAKBANK.NS,0.9053316572703225
BERGEPAINT.NS,LT.NS,0.9055696183530195
SRF.NS,TVSMOTOR.NS,0.9061905065450657
CHOLAFIN.NS,KOTAKBANK.NS,0.9073603038033713
BERGEPAINT.NS,GRASIM.NS,0.9078473707422443
BOSCHLTD.NS,IDFCFIRSTB.NS,0.9099365349523785
BERGEPAINT.NS,EICHERMOT.NS,0.9108763966638135
ADANIPORTS.NS,IDFCFIRSTB.NS,0.9119087897459813
AUROPHARMA.NS,SRF.NS,0.9121819413091212
ASIANPAINT.NS,EICHERMOT.NS,0.9132997765053865
BAJAJ-AUTO.NS,SRF.NS,0.9154048533635174
BAJAJ-AUTO.NS,BAJAJFINSV.NS,0.9156066177566209
HDFCBANK.NS,IDFCFIRSTB.NS,0.9198844398182927
