Stock A,Stock B,p-value
DRREDDY.NS,LUPIN.NS,0.92015079595773
ASIANPAINT.NS,SIEMENS.NS,0.920702113699869
GRASIM.NS,IDFCFIRSTB.NS,0.9216756848180733
ASIANPAINT.NS,GRASIM.NS,0.9231553265289554
GRASIM.NS,KOTAKBANK.NS,0.9249046828084362
TATACONSUM.NS,TVSMOTOR.NS,0.9256093068295816
ASIANPAINT.NS,LT.NS,0.9257126018664266
ICICIBANK.NS,SRF.NS,0.9257798110736791
HAVELLS.NS,IDFCFIRSTB.NS,0.9266874554621569
JINDALSTEL.NS,SHREECEM.NS,0.9307244614152055
ICICIBANK.NS,RELIANCE.NS,0.9319989994728566
LT.NS,PIDILITIND.NS,0.932261356547301
ASHOKLEY.NS,KOTAKBANK.NS,0.9343337492109808
EICHERMOT.NS,KOTAKBANK.NS,0.935509091998272
LT.NS,SHREECEM.NS,0.9377933456770333
BOSCHLTD.NS,TATASTEEL.NS,0.938228904573539
GAIL.NS,TATACHEM.NS,0.9392943304632018
BAJAJ-AUTO.NS,BAJFINANCE.NS,0.9430937170482302
ASIANPAINT.NS,COLPAL.NS,0.9436887609851502
COLPAL.NS,HINDUNILVR.NS,0.9441139994636214
ASIANPAINT.NS,PIDILITIND.NS,0.9442169710254924
DIVISLAB.NS,SRF.NS,0.9445522180812282
COALINDIA.NS,TATACHEM.NS,0.9446401728547946
CANBK.NS,INDUSINDBK.NS,0.9447542702893936
BOSCHLTD.NS,JSWSTEEL.NS,0.9450867724513159
BAJAJFINSV.NS,INDUSINDBK.NS,0.9451663262287702
SIEMENS.NS,TATASTEEL.NS,0.945586255908586
GAIL.NS,IDFCFIRSTB.NS,0.9462316654515331
ICICIBANK.NS,TATAMOTORS.NS,0.9467734616878827
HEROMOTOCO.NS,INDUSINDBK.NS,0.9472796048507159
BOSCHLTD.NS,HAVELLS.NS,0.9477356709769871
LT.NS,TITAN.NS,0.9477849323308626
ASIANPAINT.NS,ULTRACEMCO.NS,0.9478516474728335
COLPAL.NS,DABUR.NS,0.9497724191851695
LT.NS,TATACONSUM.NS,0.9505027529335908
BOSCHLTD.NS,TITAN.NS,0.9537754349871357
LUPIN.NS,TORNTPHARM.NS,0.9538645494651484
BHARTIARTL.NS,JSWSTEEL.NS,0.9553635846085532
HCLTECH.NS,INFY.NS,0.9559009765620093
AXISBANK.NS,INDUSINDBK.NS,0.9569578315039481
HCLTECH.NS,WIPRO.NS,0.9571609235330604
LT.NS,RELIANCE.NS,0.9601439859259908
BAJAJ-AUTO.NS,RELIANCE.NS,0.9604813759644724
BHEL.NS,INDUSINDBK.NS,0.9607217624793979
NTPC.NS,TATACHEM.NS,0.9611856156961727
BANKBARODA.NS,INDUSINDBK.NS,0.9621523049813809
LT.NS,TATACHEM.NS,0.9632443266860519
CIPLA.NS,LUPIN.NS,0.963498189879136
BOSCHLTD.NS,TATACHEM.NS,0.9645809348327049
BOSCHLTD.NS,TATACONSUM.NS,0.9651587275704588
LT.NS,SRF.NS,0.9652498502145245
BAJAJ-AUTO.NS,KOTAKBANK.NS,0.9660212538451306
COALINDIA.NS,SRF.NS,0.9680558936956727
AMBUJACEM.NS,INDUSINDBK.NS,0.9697075827472788
ICICIBANK.NS,KOTAKBANK.NS,0.9707588876782063
M&M.NS,MUTHOOTFIN.NS,0.9714027454276337
BERGEPAINT.NS,ULTRACEMCO.NS,0.9723228952043397
BOSCHLTD.NS,SRF.NS,0.9746347705606242
HDFCBANK.NS,INDUSINDBK.NS,0.9748151185470988
BAJAJFINSV.NS,BAJAJHLDNG.NS,0.9756498964278281
SIEMENS.NS,TATACONSUM.NS,0.9757788490117721
BOSCHLTD.NS,RELIANCE.NS,0.9763789210405681
BOSCHLTD.NS,HDFCBANK.NS,0.9773368997315547
COALINDIA.NS,RELIANCE.NS,0.9773817326254781
SIEMENS.NS,TATACHEM.NS,0.9808565370124076
GAIL.NS,RELIANCE.NS,0.9813831379324481
BOSCHLTD.NS,SHREECEM.NS,0.9823261752375263
BOSCHLTD.NS,KOTAKBANK.NS,0.9828633946707005
EICHERMOT.NS,INDUSINDBK.NS,0.9855194722609807
M&M.NS,TATAMOTORS.NS,0.9861445642082025
ICICIBANK.NS,IDFCFIRSTB.NS,0.9864701366998768
SIEMENS.NS,SRF.NS,0.9865426850806407
ADANIPORTS.NS,INDUSINDBK.NS,0.9877832723972737
BOSCHLTD.NS,INDUSINDBK.NS,0.9890053702342019
M&M.NS,TITAN.NS,0.9895711708500516
BHARATFORG.NS,INDUSINDBK.NS,0.9899467766543907
ASHOKLEY.NS,INDUSINDBK.NS,0.9899780996460663
CHOLAFIN.NS,INDUSINDBK.NS,0.9914981453619233
DIVISLAB.NS,LUPIN.NS,0.9927559497174012
M&M.NS,TATACHEM.NS,0.9929416937775742
M&M.NS,TATASTEEL.NS,0.9930762417261805
BAJAJ-AUTO.NS,INDUSINDBK.NS,0.9930818646611536
GRASIM.NS,INDUSINDBK.NS,0.993183533514484
M&M.NS,TATACONSUM.NS,0.9937045578120078
M&M.NS,SHREECEM.NS,0.9939435692814798
BAJAJHLDNG.NS,INDUSINDBK.NS,1.0
BAJAJHLDNG.NS,BAJFINANCE.NS,1.0
M&M.NS,SRF.NS,1.0
M&M.NS,RELIANCE.NS,1.0
ICICIBANK.NS,INDUSINDBK.NS,1.0
